Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Mitsubishi,Outlander,2015,Saudi,White,Standard,2.4,Gas,Automatic,230000,Jeddah,30000,False
Toyota,Land Cruiser,2005,Saudi,Silver,Semi Full,4.6,Gas,Manual,300,Dammam,0,True
GMC,Yukon,2006,Saudi,Golden,Full,5.3,Gas,Automatic,109000,Taef,0,True
Nissan,Sentra,2020,Saudi,White,Semi Full,1.6,Gas,Automatic,96000,Al-Medina,0,True
Chevrolet,Silverado,2010,Saudi,White,Standard,5.3,Gas,Automatic,143000,Dammam,32000,False
Renault,Fluence,2014,Saudi,White,Standard,1.5,Gas,Automatic,150000,Riyadh,0,True
Mazda,6,2017,Gulf Arabic,Red,Semi Full,2.5,Gas,Automatic,90000,Jubail,52000,False
Changan,Seven,2020,Other,Silver,Standard,1.4,Gas,Automatic,46000,Aseer,25000,False
Ford,Explorer,2016,Other,Black,Semi Full,2.3,Gas,Automatic,290000,Jeddah,79000,False
Nissan,Patrol,2013,Saudi,Golden,Semi Full,5.6,Gas,Automatic,328000,Riyadh,90000,False
Chevrolet,Blazer,2005,Gulf Arabic,Grey,Full,3.6,Gas,Automatic,150000,Dammam,14000,False
BMW,The 3,2014,Saudi,Golden,Full,2.0,Gas,Automatic,84000,Jeddah,60000,False
Lexus,LX,2015,Gulf Arabic,White,Full,1.7,Gas,Automatic,105,Riyadh,0,True
Toyota,Hilux,2012,Gulf Arabic,White,Standard,2.7,Gas,Manual,171000,Riyadh,47500,False
Toyota,Camry,2016,Unknown,White,Standard,2.5,Gas,Automatic,263000,Riyadh,0,True
Kia,Optima,2014,Unknown,Red,Semi Full,2.4,Gas,Automatic,170000,Riyadh,0,True
Toyota,Hilux,2020,Unknown,White,Full,2.7,Gas,Automatic,65604,Al-Medina,0,True
Hyundai,H1,2019,Unknown,White,Semi Full,2.4,Gas,Automatic,20000,Qassim,0,True
Nissan,Pathfinder,2003,Unknown,Grey,Semi Full,3.5,Gas,Automatic,500000,Riyadh,0,True
Nissan,Pathfinder,2002,Unknown,Golden,Full,3.5,Gas,Automatic,458312,Qassim,0,True
Land Rover,Range Rover,2019,Other,Grey,Full,5.0,Gas,Automatic,4200,Riyadh,599000,False
Toyota,Land Cruiser,2014,Unknown,White,Full,4.6,Gas,Automatic,191000,Riyadh,0,True
Kia,Cerato,2012,Unknown,Black,Standard,1.6,Gas,Automatic,265000,Jeddah,0,True
Chevrolet,Malibu,2016,Saudi,Silver,Semi Full,2.5,Gas,Automatic,78000,Riyadh,0,True
Peugeot,3008,2012,Other,Silver,Full,1.6,Gas,Automatic,175000,Makkah,20000,False
Nissan,Sentra,2020,Saudi,White,Standard,1.4,Gas,Automatic,13000,Riyadh,0,True
Mitsubishi,Pajero,2016,Gulf Arabic,White,Semi Full,3.5,Gas,Automatic,209000,Riyadh,50000,False
Ford,Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,214000,Riyadh,0,True
Audi,A4,2009,Gulf Arabic,White,Full,1.8,Gas,Automatic,223000,Jeddah,27000,False
Kia,Mohave,2015,Other,White,Full,3.8,Gas,Automatic,316884,Riyadh,0,True
Chevrolet,Traverse,2009,Saudi,Oily,Full,3.6,Gas,Automatic,230000,Hail,0,True
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,190000,Dammam,55000,False
Toyota,Prado,2021,Saudi,White,Semi Full,2.7,Gas,Automatic,4600,Hafar Al-Batin,150000,False
Ford,Expedition,2014,Saudi,White,Full,1.0,Gas,Automatic,118,Riyadh,0,True
Honda,Accord,2018,Saudi,White,Semi Full,1.5,Gas,Automatic,20000,Al-Medina,0,True
Toyota,Land Cruiser,2011,Gulf Arabic,White,Full,4.6,Gas,Automatic,1060204,Jazan,115000,False
Chevrolet,Tahoe,2008,Other,Black,Full,5.3,Gas,Automatic,272000,Riyadh,0,True
Chevrolet,Caprice,2009,Saudi,Bronze,Standard,6.0,Gas,Automatic,270000,Yanbu,0,True
Hyundai,H1,2004,Saudi,Grey,Semi Full,2.4,Gas,Manual,240000,Abha,0,True
Toyota,Land Cruiser,2021,Saudi,White,Full,4.6,Gas,Automatic,5000,Riyadh,0,True
Toyota,Land Cruiser,2013,Saudi,White,Full,5.7,Gas,Automatic,257000,Riyadh,150000,False
Mercedes,S,2006,Other,Another Color,Full,3.5,Gas,Automatic,300000,Al-Medina,0,True
Chevrolet,Malibu,2013,Saudi,Red,Semi Full,2.4,Gas,Automatic,233000,Abha,20000,False
Ford,Expedition,2013,Saudi,Grey,Standard,5.4,Gas,Automatic,99349,Tabouk,0,True
Chevrolet,Optra,2009,Other,Another Color,Semi Full,1.6,Gas,Manual,20000000,Riyadh,9000,False
Mercedes,GLC,2017,Other,White,Full,2.0,Gas,Automatic,67000,Jubail,0,True
Mercedes,CLA,2020,Gulf Arabic,Navy,Full,2.0,Gas,Automatic,2000,Riyadh,0,True
GMC,Yukon,2001,Saudi,Another Color,Full,5.3,Gas,Automatic,28000,Aseer,15000,False
Toyota,Previa,2010,Gulf Arabic,Grey,Standard,4.0,Gas,Automatic,300,Qassim,0,True
Hyundai,H1,2013,Saudi,Grey,Standard,2.4,Gas,Automatic,251406,Qassim,0,True
BMW,The 3,2014,Saudi,White,Full,2.0,Gas,Automatic,110000,Riyadh,0,True
Hyundai,Azera,2021,Saudi,Blue,Full,3.5,Gas,Automatic,25000,Makkah,2690,False
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,177900,Riyadh,220000,False
Toyota,Camry,2006,Other,White,Semi Full,2.4,Gas,Automatic,200000,Riyadh,0,True
Hyundai,Sonata,2013,Saudi,Silver,Semi Full,2.4,Gas,Automatic,348,Dammam,22000,False
Lexus,ES,2021,Saudi,Black,Standard,3.5,Gas,Automatic,7050,Riyadh,0,True
Hyundai,Sonata,2016,Saudi,White,Standard,2.4,Gas,Automatic,191000,Riyadh,45000,False
Toyota,Yaris,2016,Saudi,Grey,Semi Full,1.3,Gas,Automatic,120000,Riyadh,20000,False
Chevrolet,Tahoe,2008,Saudi,Black,Full,5.3,Gas,Automatic,250000,Riyadh,32000,False
Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,194,Tabouk,0,True
Toyota,Furniture,2016,Gulf Arabic,Grey,Semi Full,2.7,Gas,Automatic,211000,Riyadh,69000,False
GMC,Yukon,2011,Saudi,Another Color,Full,5.3,Gas,Automatic,350000,Riyadh,55000,False
Toyota,Avalon,2015,Saudi,White,Standard,3.5,Gas,Automatic,120000,Dammam,66500,False
Honda,Accord,2015,Saudi,White,Semi Full,2.5,Gas,Automatic,620,Jeddah,0,True
Mercedes,Actros,2014,Other,Blue,Full,9.0,Diesel,Automatic,300,Jazan,0,True
Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,109763,Riyadh,21500,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,96000,Riyadh,33500,False
Renault,Dokker,2019,Saudi,White,Standard,1.6,Gas,Manual,78000,Riyadh,28000,False
Hyundai,Sonata,2019,Saudi,Brown,Standard,2.4,Gas,Automatic,63000,Riyadh,60000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,90000,Riyadh,27000,False
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,131000,Riyadh,25500,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,133000,Riyadh,25000,False
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,68000,Riyadh,27000,False
Nissan,Altima,2017,Saudi,White,Standard,2.5,Gas,Automatic,90000,Riyadh,39000,False
Chevrolet,Caprice,2007,Gulf Arabic,Grey,Semi Full,3.6,Gas,Automatic,263000,Riyadh,17000,False
Toyota,Furniture,2015,Saudi,White,Semi Full,2.7,Gas,Automatic,300,Al-Medina,52000,False
Toyota,Land Cruiser 70,2015,Saudi,White,Full,2.6,Gas,Manual,180000,Makkah,80000,False
Nissan,Datsun,2015,Saudi,White,Full,1.1,Gas,Manual,215267,Tabouk,31000,False
Nissan,Sunny,2006,Saudi,Golden,Standard,1.4,Gas,Manual,256000,Al-Medina,0,True
Nissan,Datsun,2015,Other,White,Full,2.4,Gas,Manual,261000,Taef,35000,False
Hyundai,Veracruz,2008,Saudi,Silver,Standard,1.0,Gas,Automatic,135000,Sabya,17000,False
Mazda,3,2006,Saudi,Grey,Standard,2.4,Gas,Automatic,334,Aseer,0,True
GMC,Yukon,2011,Saudi,Silver,Standard,5.3,Gas,Automatic,188000,Jeddah,0,True
Chevrolet,Tahoe,2016,Saudi,Another Color,Standard,5.3,Gas,Automatic,217000,Abha,87000,False
Hyundai,Elantra,2016,Saudi,Golden,Full,2.0,Gas,Automatic,111000,Riyadh,0,True
Chevrolet,Tahoe,2015,Saudi,Golden,Standard,5.3,Gas,Automatic,150000,Jeddah,100000,False
Chevrolet,Traverse,2009,Other,Navy,Semi Full,3.6,Gas,Automatic,325,Al-Medina,18000,False
Jeep,Compass,2014,Saudi,White,Full,2.4,Gas,Automatic,220000,Makkah,0,True
Toyota,Corolla,2013,Saudi,White,Standard,2.0,Gas,Automatic,183000,Qassim,30000,False
Ford,Taurus,2015,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,262000,Riyadh,55000,False
Volkswagen,Passat,2014,Saudi,Navy,Semi Full,2.5,Gas,Automatic,262000,Jubail,0,True
Toyota,Corolla,2020,Saudi,Silver,Semi Full,1.6,Gas,Automatic,11000,Riyadh,63000,False
Toyota,Avanza,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,130000,Al-Ahsa,35000,False
GMC,Yukon,2017,Saudi,Golden,Full,5.3,Gas,Automatic,118,Riyadh,0,True
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,320,Besha,0,True
Chevrolet,Malibu,2021,Saudi,Black,Standard,1.5,Gas,Automatic,24000,Arar,1200,False
Hyundai,Elantra,2018,Saudi,White,Standard,2.0,Gas,Automatic,170000,Al-Jouf,43000,False
Lexus,RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,117000,Jeddah,180000,False
Isuzu,D-MAX,2013,Saudi,White,Standard,2.5,Diesel,Manual,137000,Riyadh,55000,False
Genesis,G80,2017,Saudi,Grey,Semi Full,3.8,Gas,Automatic,240000,Jeddah,80000,False
Toyota,Camry,2014,Saudi,White,Standard,2.5,Gas,Automatic,166400,Makkah,35500,False
Ford,Victoria,2011,Other,Blue,Semi Full,4.6,Gas,Automatic,150000,Makkah,38000,False
Hyundai,Senta fe,2016,Saudi,Brown,Full,3.3,Gas,Automatic,295000,Dammam,0,True
Ford,Taurus,2016,Saudi,Black,Standard,3.5,Gas,Automatic,220000,Hafar Al-Batin,0,True
Kia,Mohave,2009,Saudi,Grey,Full,3.8,Gas,Automatic,113000,Al-Baha,0,True
Toyota,Land Cruiser Pickup,2001,Saudi,Brown,Full,4.5,Gas,Manual,420,Hail,0,True
BMW,The M,2015,Saudi,Black,Full,3.0,Gas,Automatic,20000,Jeddah,220000,False
Mercedes,C,2018,Saudi,Silver,Full,2.1,Gas,Automatic,10000,Jeddah,200000,False
Hyundai,Sonata,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,193000,Riyadh,0,True
Mercedes,S,2015,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,157000,Jeddah,215000,False
Jeep,Grand Cherokee,2013,Gulf Arabic,Black,Full,6.4,Gas,Automatic,136000,Tabouk,85000,False
Mercedes,S,2015,Other,Black,Full,1.6,Gas,Automatic,90000,Riyadh,225000,False
BMW,The 7,2014,Saudi,Golden,Full,2.0,Gas,Automatic,53716,Jeddah,0,True
Ford,Taurus,2016,Other,White,Full,3.5,Gas,Automatic,200000,Riyadh,57000,False
Toyota,Rav4,2017,Other,White,Standard,2.5,Gas,Automatic,91000,Al-Ahsa,0,True
Dodge,Charger,2018,Other,Another Color,Full,5.7,Gas,Automatic,59000,Qassim,0,True
Toyota,Camry,2016,Saudi,White,Full,2.5,Gas,Automatic,300000,Al-Ahsa,50000,False
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,260000,Dammam,0,True
HAVAL,H6,2021,Other,Another Color,Full,2.0,Gas,Automatic,1100,Riyadh,83000,False
Ford,Explorer,2010,Saudi,Black,Semi Full,3.5,Gas,Automatic,280611,Riyadh,0,True
Dodge,Charger,2018,Saudi,Another Color,Full,3.2,Gas,Automatic,99000,Qassim,0,True
Chevrolet,Impala,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,180000,Qassim,0,True
Toyota,Corolla,2017,Saudi,Brown,Standard,1.6,Gas,Automatic,157000,Jeddah,47500,False
Lexus,ES,2011,Saudi,Another Color,Full,3.5,Gas,Automatic,282000,Jeddah,53000,False
Toyota,Land Cruiser 70,2015,Saudi,White,Semi Full,4.0,Gas,Manual,176000,Tabouk,0,True
Hyundai,Elantra,2017,Saudi,Blue,Standard,2.0,Gas,Automatic,140,Riyadh,0,True
GMC,Sierra,2011,Other,White,Standard,5.3,Gas,Automatic,262000,Riyadh,0,True
GAC,GS8,2020,Saudi,White,Full,2.0,Gas,Automatic,4900,Riyadh,87000,False
Chevrolet,Tahoe,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,200000,Riyadh,55000,False
Kia,Soul,2016,Saudi,Brown,Semi Full,2.0,Gas,Automatic,142000,Riyadh,0,True
Toyota,Corolla,2012,Other,White,Full,1.6,Gas,Manual,612000,Qassim,0,True
Toyota,Land Cruiser,2011,Other,White,Full,4.7,Gas,Automatic,382,Abha,0,True
Ford,Ranger,2015,Saudi,Black,Full,2.5,Gas,Manual,180000,Aseer,0,True
GMC,Sierra,2015,Saudi,Black,Full,5.3,Gas,Automatic,196,Khobar,75000,False
Toyota,Camry,2015,Saudi,White,Full,2.5,Gas,Automatic,206000,Jeddah,0,True
Toyota,Yaris,2017,Saudi,White,Semi Full,1.5,Gas,Automatic,179,Qassim,35000,False
Toyota,Land Cruiser Pickup,1983,Saudi,Bronze,Standard,1.5,Gas,Manual,2580,Aseer,15000,False
Toyota,Land Cruiser,2014,Saudi,White,Full,4.6,Gas,Automatic,250000,Riyadh,0,True
Honda,Odyssey,2016,Saudi,Silver,Semi Full,3.5,Gas,Automatic,290,Al-Baha,0,True
Toyota,Land Cruiser,2019,Other,White,Full,5.7,Gas,Automatic,12400,Riyadh,265000,False
Kia,Cadenza,2018,Gulf Arabic,Brown,Semi Full,3.3,Gas,Automatic,69000,Dammam,71000,False
Volkswagen,Passat,2014,Saudi,Black,Full,2.5,Gas,Automatic,239,Riyadh,0,True
Chrysler,C300,2017,Other,Black,Full,5.7,Gas,Automatic,62000,Riyadh,0,True
Hyundai,Azera,2021,Saudi,White,Standard,3.5,Gas,Automatic,11000,Sakaka,120000,False
Hyundai,Kona,2020,Saudi,Blue,Full,2.0,Gas,Automatic,32000,Riyadh,0,True
Chevrolet,Tahoe,2010,Saudi,White,Semi Full,5.3,Gas,Automatic,450,Riyadh,0,True
Ford,Expedition,2003,Other,Oily,Full,5.4,Gas,Automatic,364800,Makkah,11000,False
Nissan,Sentra,2014,Saudi,Grey,Standard,1.4,Gas,Automatic,191000,Al-Medina,22000,False
Mitsubishi,L200,2012,Saudi,White,Semi Full,4.2,Gas,Manual,20000,Jazan,20000,False
Jeep,Grand Cherokee,2015,Saudi,White,Full,5.7,Gas,Automatic,138000,Jeddah,85000,False
Lexus,GS,2003,Other,Navy,Full,2.4,Gas,Automatic,500,Al-Medina,0,True
Daihatsu,Delta,2014,Saudi,White,Full,3.7,Gas,Manual,287000,Jeddah,0,True
Ford,Marquis,2003,Other,Silver,Standard,4.6,Gas,Automatic,300000,Riyadh,10000,False
BMW,The 7,2014,Gulf Arabic,White,Standard,2.0,Gas,Automatic,182,Jeddah,0,True
Ford,Victoria,2008,Saudi,Bronze,Standard,1.3,Gas,Automatic,278,Aseer,22000,False
Daihatsu,Delta,2014,Saudi,White,Standard,3.7,Gas,Manual,51000,Jeddah,0,True
Ford,Victoria,1999,Other,Blue,Full,4.6,Gas,Automatic,300000,Riyadh,0,True
Mercedes,S,2006,Saudi,White,Full,9.0,Gas,Automatic,280000,Jeddah,58000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,33000,Al-Medina,40000,False
Chevrolet,Impala,2019,Gulf Arabic,Grey,Standard,3.6,Gas,Automatic,100200,Riyadh,75000,False
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,62400,Dammam,40000,False
Ford,Marquis,2006,Saudi,Green,Semi Full,4.6,Gas,Automatic,30000,Al-Medina,0,True
Mercury,Grand Marquis,2008,Saudi,White,Semi Full,1.6,Gas,Automatic,4000000,Jeddah,0,True
GMC,Yukon,2013,Saudi,Brown,Standard,5.3,Gas,Automatic,107000,Dammam,75000,False
Hyundai,Elantra,2021,Saudi,Grey,Semi Full,2.0,Gas,Automatic,7500,Makkah,1368,False
Nissan,Datsun,2015,Saudi,White,Full,4.2,Gas,Manual,19000,Riyadh,35000,False
Cadillac,XT5,2017,Saudi,Silver,Full,3.6,Gas,Automatic,183000,Riyadh,108000,False
Honda,Accord,2009,Saudi,White,Full,2.4,Gas,Automatic,100,Taef,0,True
Kia,Carnival,2009,Other,Black,Semi Full,3.3,Gas,Automatic,216908,Riyadh,0,True
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,124000,Jeddah,64000,False
Toyota,Hilux,2015,Gulf Arabic,Another Color,Full,2.7,Gas,Manual,215,Riyadh,65000,False
Nissan,Sunny,2002,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,340000,Riyadh,0,True
Chevrolet,Silverado,2010,Gulf Arabic,Red,Full,5.3,Gas,Automatic,228,Riyadh,29000,False
Toyota,Corolla,2015,Saudi,Blue,Full,1.6,Gas,Automatic,90000,Tabouk,45000,False
Toyota,Corolla,2015,Gulf Arabic,Blue,Full,1.6,Gas,Automatic,90000,Tabouk,45000,False
Chrysler,S300,2011,Other,White,Full,1.3,Gas,Automatic,140000,Aseer,23000,False
Toyota,Land Cruiser,2017,Gulf Arabic,White,Full,4.6,Gas,Automatic,90000,Al-Ahsa,0,True
Ford,Marquis,2008,Saudi,White,Semi Full,1.6,Gas,Automatic,4000000,Jeddah,0,True
Toyota,Camry,1998,Other,Grey,Full,2.5,Gas,Automatic,4500000,Yanbu,15000,False
Jeep,Wrangler,2014,Saudi,Another Color,Standard,3.6,Gas,Automatic,150,Riyadh,0,True
Mazda,CX9,2020,Saudi,White,Full,2.0,Gas,Automatic,9500,Qassim,132000,False
Dodge,Challenger,2012,Saudi,Black,Full,3.6,Gas,Automatic,360000,Jubail,35000,False
Toyota,Camry,2008,Saudi,Silver,Standard,2.5,Gas,Manual,298000,Riyadh,20000,False
Dodge,Durango,2019,Saudi,White,Standard,5.7,Gas,Automatic,55000,Al-Medina,0,True
GMC,Yukon,2008,Saudi,Black,Full,7.2,Gas,Automatic,299000,Makkah,30000,False
Ford,Fusion,2012,Saudi,White,Semi Full,2.5,Gas,Automatic,270,Makkah,16500,False
Toyota,Land Cruiser,2006,Gulf Arabic,Golden,Full,4.6,Gas,Automatic,350000,Riyadh,0,True
GMC,Suburban,1993,Saudi,Another Color,Full,8.0,Gas,Automatic,195,Riyadh,0,True
Honda,Accord,2010,Saudi,White,Semi Full,2.4,Gas,Automatic,365000,Al-Medina,35000,False
Toyota,Yaris,2017,Saudi,Grey,Semi Full,1.3,Gas,Automatic,41800,Al-Ahsa,0,True
Nissan,Datsun,1993,Gulf Arabic,White,Semi Full,2.4,Gas,Manual,533000,Hail,0,True
Lexus,GS,2008,Gulf Arabic,White,Full,4.3,Gas,Automatic,216000,Jazan,0,True
GMC,Yukon,2007,Saudi,Black,Full,4.7,Gas,Automatic,300000,Makkah,35000,False
Toyota,Camry,2019,Saudi,White,Full,3.5,Gas,Automatic,86000,Dammam,110000,False
Nissan,Patrol,2020,Saudi,White,Standard,4.7,Gas,Automatic,25000,Riyadh,0,True
Nissan,VTC,2015,Saudi,White,Semi Full,4.8,Gas,Manual,10000,Jeddah,75000,False
Chevrolet,Tahoe,2015,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,237,Jubail,0,True
Toyota,Innova,2011,Saudi,Another Color,Full,2.7,Gas,Automatic,180000,Dammam,0,True
Toyota,Corolla,2020,Gulf Arabic,Silver,Full,1.6,Gas,Automatic,15000,Riyadh,75000,False
Kia,Rio,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,141000,Taef,22000,False
Hyundai,Sonata,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,271800,Dammam,24000,False
Toyota,Prado,2009,Saudi,Golden,Semi Full,4.0,Gas,Automatic,85000,Besha,73000,False
Fiat,500,2020,Gulf Arabic,Black,Full,1.4,Gas,Automatic,7000,Riyadh,115000,False
Toyota,Yaris,2017,Saudi,White,Semi Full,1.5,Gas,Automatic,80000,Hafar Al-Batin,0,True
Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,125000,Khobar,62000,False
Ford,Flex,2010,Other,Black,Standard,3.5,Gas,Automatic,248000,Al-Medina,20000,False
GMC,Yukon,2021,Saudi,Golden,Standard,5.3,Gas,Automatic,2500,Riyadh,0,True
INFINITI,Q,2017,Saudi,Brown,Semi Full,1.6,Gas,Automatic,144000,Riyadh,95000,False
Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,54000,Riyadh,80000,False
Changan,CS75,2020,Saudi,Grey,Full,1.8,Gas,Automatic,44000,Riyadh,58000,False
Genesis,G80,2019,Saudi,White,Full,3.0,Gas,Automatic,52000,Riyadh,130000,False
Toyota,Corolla,2015,Saudi,White,Standard,1.6,Gas,Automatic,312000,Khobar,32000,False
Mazda,6,2016,Saudi,Red,Standard,2.5,Gas,Automatic,127500,Riyadh,0,True
Chevrolet,Aveo,2004,Saudi,Golden,Semi Full,1.6,Gas,Manual,220000,Riyadh,0,True
Toyota,Avalon,2021,Saudi,Navy,Semi Full,3.5,Gas,Automatic,18000,Riyadh,0,True
Mercedes,CLS,2019,Saudi,Red,Semi Full,3.5,Gas,Automatic,25000,Al-Ahsa,300000,False
Mercedes,S,2014,Other,Grey,Full,3.0,Gas,Automatic,179000,Riyadh,169000,False
GMC,Yukon,2005,Saudi,Another Color,Semi Full,5.7,Gas,Automatic,160,Taef,45000,False
Chevrolet,Impala,2018,Saudi,Black,Semi Full,3.6,Gas,Automatic,35000,Taef,85000,False
Hyundai,Tuscani,2015,Saudi,White,Standard,2.0,Gas,Automatic,130,Jeddah,40000,False
Audi,A8,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,125000,Riyadh,0,True
Audi,A6,2016,Saudi,Silver,Full,3.0,Gas,Automatic,30000,Riyadh,0,True
Kia,Rio,2015,Saudi,Red,Semi Full,1.4,Gas,Automatic,220000,Qassim,0,True
Ford,Victoria,2011,Saudi,Another Color,Full,4.6,Gas,Automatic,280000,Qassim,0,True
Geely,EC7,2014,Other,White,Standard,1.8,Gas,Manual,74000,Jazan,13000,False
Toyota,Land Cruiser,2018,Saudi,Black,Full,5.7,Gas,Automatic,82000,Riyadh,220000,False
Hyundai,Sonata,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,300,Jeddah,21000,False
Toyota,Corolla,2013,Saudi,Black,Semi Full,1.6,Gas,Manual,250000,Jazan,0,True
GMC,Acadia,2011,Saudi,Black,Semi Full,3.6,Gas,Automatic,253000,Dammam,20000,False
Dodge,Charger,2012,Saudi,Red,Semi Full,3.6,Gas,Automatic,365000,Dammam,0,True
Mazda,6,2019,Saudi,White,Full,2.5,Gas,Automatic,50000,Jeddah,90000,False
Jeep,Grand Cherokee,2015,Saudi,Black,Full,5.4,Gas,Automatic,160000,Riyadh,0,True
Chevrolet,Caprice,2006,Other,Red,Semi Full,1.3,Gas,Automatic,32500,Dammam,0,True
Toyota,Corolla,2018,Saudi,Brown,Semi Full,1.6,Gas,Automatic,119,Jeddah,36000,False
Toyota,Hiace,2011,Saudi,White,Standard,2.7,Gas,Manual,200,Aseer,0,True
Mercedes,GLC,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,7000,Riyadh,275000,False
Hyundai,Tucson,2013,Saudi,White,Semi Full,2.0,Gas,Automatic,213000,Makkah,28000,False
Toyota,Land Cruiser,2020,Gulf Arabic,White,Full,4.6,Gas,Automatic,19400,Dammam,215000,False
Toyota,Furniture,2015,Saudi,White,Standard,1.7,Gas,Automatic,147000,Jeddah,65000,False
MG,GS,2016,Saudi,Another Color,Full,1.5,Gas,Automatic,139000,Dammam,42000,False
Chevrolet,Tahoe,2008,Saudi,White,Full,5.3,Gas,Automatic,515984,Jubail,0,True
Ford,Victoria,2011,Other,Bronze,Full,5.0,Gas,Automatic,300000,Riyadh,0,True
Toyota,Camry,2013,Saudi,White,Full,2.5,Gas,Automatic,410000,Hafar Al-Batin,40000,False
Mercedes,S,2006,Saudi,Another Color,Full,3.0,Gas,Automatic,245000,Jeddah,0,True
Toyota,Hilux,2016,Saudi,White,Standard,1.4,Gas,Manual,8700,Riyadh,80000,False
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,189800,Jeddah,0,True
Kia,Cadenza,2015,Other,White,Standard,3.3,Gas,Automatic,299,Tabouk,0,True
GMC,Yukon,2009,Saudi,Black,Semi Full,5.3,Gas,Automatic,465000,Riyadh,0,True
Mitsubishi,Pajero,2016,Saudi,Another Color,Full,3.5,Gas,Automatic,257000,Riyadh,45000,False
Chevrolet,Tahoe,2008,Other,Black,Full,3.9,Gas,Automatic,300,Aseer,29000,False
Changan,CS75,2020,Saudi,Black,Full,1.8,Gas,Automatic,11000,Dammam,70000,False
Toyota,Hilux,2016,Saudi,White,Full,4.0,Gas,Manual,13200,Hail,0,True
Toyota,Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,220000,Jazan,30000,False
Chevrolet,Tahoe,2012,Saudi,Red,Semi Full,5.3,Gas,Automatic,211,Abha,45000,False
Mitsubishi,Pajero,2017,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,129000,Dammam,65000,False
Toyota,Camry,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,20000,Aseer,92000,False
Jeep,Cherokee,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,22000,Khobar,0,True
Hyundai,Sonata,2015,Saudi,White,Standard,2.0,Gas,Automatic,25700,Riyadh,0,True
BMW,The 4,2016,Saudi,Grey,Full,2.0,Gas,Automatic,110000,Jeddah,120000,False
Chevrolet,Tahoe,2015,Saudi,Brown,Standard,5.3,Gas,Automatic,199000,Dammam,97000,False
Lexus,RX,2017,Other,Black,Full,3.5,Gas,Automatic,81000,Dammam,165000,False
Other,Other,2011,Other,Black,Full,1.8,Gas,Manual,33000,Al-Medina,50000,False
Lexus,LX,2018,Saudi,White,Full,5.7,Gas,Automatic,100000,Qassim,0,True
Toyota,Land Cruiser,2003,Gulf Arabic,Black,Full,4.6,Gas,Automatic,389265,Riyadh,0,True
Chevrolet,Malibu,2013,Gulf Arabic,Grey,Semi Full,6.0,Gas,Manual,200000,Jeddah,0,True
Toyota,Camry,2018,Saudi,Silver,Full,2.5,Gas,Automatic,150000,Jazan,95000,False
Mitsubishi,Lancer,2016,Saudi,Red,Standard,1.6,Gas,Automatic,18000,Jeddah,39000,False
Toyota,Echo,2004,Saudi,Silver,Standard,1.6,Gas,Manual,400000,Riyadh,0,True
Toyota,Ciocca,2012,Saudi,White,Semi Full,5.7,Gas,Automatic,268000,Arar,0,True
